Customer_ID,Gender,Age,L_O_S,Tariff,Handset
K180130,M,14,46.266667,CAT 200,ASAD170
K180160,M,17,41.433333,CAT 200,ASAD90
K180210,F,25,24,CAT 200,ASAD170
K180220,F,19,32.933333,CAT 200,S50
K180240,M,21,30.633333,CAT 200,ASAD90
K180250,M,13,40.433333,CAT 200,ASAD90
K180260,M,15,42.633333,CAT 200,ASAD90
K180270,F,19,20.633333,CAT 200,ASAD170
K180280,M,16,49.2,CAT 200,ASAD170
K180290,F,24,26.966667,CAT 200,ASAD90
K180300,M,17,54.766667,CAT 200,ASAD170
K180340,M,25,13.266667,CAT 200,ASAD170
K180360,M,20,26.4,CAT 200,ASAD170
K180370,F,21,40.133333,CAT 200,ASAD170
K180380,M,21,13.5,CAT 200,ASAD90
K180400,M,18,21.833333,CAT 200,S50
K180410,F,21,31.5,CAT 200,ASAD170
K180420,F,23,40.666667,CAT 200,ASAD170
K180430,M,19,44.433333,CAT 200,ASAD170
K180440,F,18,50.7,CAT 200,ASAD170
K180480,M,25,44.833333,CAT 200,ASAD170
K180490,M,17,51.9,CAT 200,ASAD170
K180510,F,25,21.933333,CAT 200,ASAD90
K180530,M,25,48.933333,CAT 200,ASAD90
K180540,M,20,32.466667,CAT 200,ASAD170
K180560,F,14,35.6,CAT 200,ASAD170
K180600,F,22,23.7,CAT 200,ASAD170
K180640,M,22,31.033333,CAT 200,ASAD90
K180660,M,16,26.333333,CAT 200,ASAD170
K180710,F,19,41.2,CAT 200,ASAD90
K180720,M,23,54.9,CAT 200,ASAD170
K180740,F,23,39.966667,CAT 200,ASAD170
K180750,M,20,45.866667,CAT 200,ASAD170
K180760,M,24,14.1,CAT 200,ASAD90
K180800,M,21,26.333333,CAT 200,ASAD170
K180820,F,25,13.233333,CAT 200,ASAD170
K180840,F,16,53.833333,CAT 200,ASAD90
K180870,F,13,41.833333,CAT 200,ASAD170
K180890,M,23,55.733333,CAT 200,ASAD90
K180940,F,19,44.866667,CAT 200,ASAD170
K180950,F,18,46.366667,CAT 200,ASAD90
K180960,M,19,46.633333,CAT 200,ASAD170
K180970,F,20,37.8,CAT 200,ASAD170
K181000,M,22,34.6,CAT 200,ASAD170
K181030,M,18,34.166667,CAT 200,ASAD170
K181050,M,17,20.2,CAT 200,ASAD170
K181080,M,20,32.066667,CAT 200,ASAD170
K181090,M,22,11.3,CAT 200,ASAD170
K181120,F,21,35.1,CAT 200,ASAD170
K181140,F,23,17.966667,CAT 200,ASAD90
K181150,F,15,48.7,CAT 200,ASAD170
K181160,M,16,54.666667,CAT 200,ASAD90
K181210,F,18,42.2,CAT 200,ASAD170
K181270,M,19,15.5,CAT 200,ASAD170
K181290,M,18,31.633333,CAT 200,ASAD170
K181300,F,24,18.066667,CAT 200,ASAD170
K181330,M,22,56.666667,CAT 200,ASAD170
K181370,M,23,19.166667,CAT 200,ASAD170
K181380,M,18,49.733333,CAT 200,S50
K181410,M,22,13.7,CAT 200,ASAD170
K181430,M,19,44.5,CAT 200,ASAD170
K181450,M,19,23.333333,CAT 200,ASAD170
K181460,M,13,34.066667,CAT 200,ASAD170
K181470,F,13,53,CAT 200,ASAD170
K181490,F,22,56.266667,CAT 200,ASAD90
K181510,F,17,22.6,CAT 200,ASAD170
K181530,M,24,11.933333,CAT 200,ASAD170
K181590,F,22,49.666667,CAT 200,ASAD170
K181650,F,19,10.333333,CAT 200,S50
K181660,F,12,44.933333,CAT 200,ASAD170
K181710,F,24,44.6,CAT 200,ASAD170
K181730,F,25,55.133333,CAT 200,ASAD170
K181760,M,22,28.6,CAT 200,ASAD170
K181780,F,16,38.133333,CAT 200,ASAD170
K181790,F,14,13.566667,CAT 200,ASAD170
K181800,F,13,43.166667,CAT 200,S50
K181820,M,13,53.333333,CAT 200,ASAD170
K181870,F,18,26.133333,CAT 200,ASAD90
K181940,F,19,25.5,CAT 200,ASAD170
K181950,F,19,35.833333,CAT 200,ASAD90
K181960,F,21,26.766667,CAT 200,S50
K181970,F,24,11.966667,CAT 200,ASAD90
K182000,F,12,43.133333,CAT 200,ASAD170
K182070,F,15,18.9,CAT 200,ASAD170
K182150,M,17,33.4,CAT 200,ASAD90
K182160,M,23,38.4,CAT 200,ASAD170
K182190,F,16,35.8,CAT 200,ASAD170
K182210,F,14,25.366667,CAT 200,ASAD170
K182240,F,14,27.8,CAT 200,ASAD170
K182270,F,20,42.8,CAT 200,ASAD170
K182300,F,20,39.333333,CAT 200,ASAD90
K182310,F,22,42.9,CAT 200,ASAD90
K182360,M,17,48.933333,CAT 200,ASAD170
K182380,M,23,12.1,CAT 200,ASAD90
K182400,F,15,40.566667,CAT 200,ASAD170
K182450,M,13,54.366667,CAT 200,ASAD90
K182470,M,24,44.666667,CAT 200,ASAD170
K182490,F,24,27.4,CAT 200,ASAD170
K182540,F,23,37.366667,CAT 200,ASAD170
K182600,M,16,45.466667,CAT 200,ASAD170
K182640,M,19,17.133333,CAT 200,ASAD170
K182670,F,20,19.933333,CAT 200,ASAD170
K182680,F,20,15,CAT 200,ASAD170
K182690,F,15,39.5,CAT 200,S50
K182710,M,25,16.8,CAT 200,ASAD170
K182730,F,24,57.033333,CAT 200,ASAD90
K182740,F,16,55.366667,CAT 200,S50
K182790,M,18,31.066667,CAT 200,ASAD170
K182810,M,17,15.333333,CAT 200,ASAD170
K182830,F,24,21.533333,CAT 200,ASAD90
K182870,M,21,57.5,CAT 200,ASAD170
K182880,M,20,51.866667,CAT 200,ASAD170
K182910,F,22,34.866667,CAT 200,ASAD170
K182920,M,13,44.8,CAT 200,ASAD90
K182930,M,14,49.666667,CAT 200,ASAD170
K182940,F,15,35.366667,CAT 200,ASAD170
K182970,F,12,32.2,CAT 200,ASAD170
K182990,F,22,18,CAT 200,ASAD170
K183030,M,25,20.9,CAT 200,ASAD170
K183140,F,17,33.666667,CAT 200,ASAD90
K183150,F,20,12.833333,CAT 200,ASAD90
K183160,F,20,36.166667,CAT 200,ASAD90
K183180,M,22,34.066667,CAT 200,ASAD170
K183200,M,14,46.366667,CAT 200,ASAD170
K183260,M,22,29.233333,CAT 200,ASAD170
K183290,F,21,11.466667,CAT 200,ASAD170
K183300,M,21,34.833333,CAT 200,ASAD90
K183310,F,13,42.233333,CAT 200,S50
K183320,F,18,27.166667,CAT 200,ASAD170
K183330,F,18,46.466667,CAT 200,ASAD90
K183390,M,18,18.8,CAT 200,ASAD170
K183400,F,24,40.6,CAT 200,ASAD170
K183430,M,21,54,CAT 200,S50
K183440,M,12,11.733333,CAT 200,ASAD170
K183450,M,19,57.866667,CAT 200,ASAD90
K183460,F,16,10.733333,CAT 200,ASAD170
K183470,M,14,35.433333,CAT 200,ASAD90
K183510,F,16,33.633333,CAT 200,ASAD90
K183550,M,18,17.3,CAT 200,ASAD170
K183610,M,22,42.566667,CAT 200,ASAD170
K183620,F,16,49.633333,CAT 200,S50
K183630,F,22,56.866667,CAT 200,ASAD170
K183650,M,17,49.066667,CAT 200,ASAD170
K183670,M,25,33.1,CAT 200,S50
K183720,F,15,56.466667,CAT 200,S50
K183740,F,24,38.566667,CAT 200,ASAD170
K183750,F,13,12.333333,CAT 200,ASAD170
K183760,M,17,55.9,CAT 200,ASAD170
K183770,F,25,9.766667,CAT 200,S50
K183780,F,15,54.666667,CAT 200,ASAD90
K183900,M,16,46.2,CAT 200,ASAD90
K183920,F,18,50.3,CAT 200,ASAD170
K183930,M,24,52.833333,CAT 200,S50
K183940,M,19,23.333333,CAT 200,ASAD90
K183970,F,21,27.033333,CAT 200,S50
K183980,M,17,15.533333,CAT 200,ASAD170
K183990,M,25,12.833333,CAT 200,ASAD170
K184040,M,17,24.066667,CAT 200,ASAD170
K184060,F,21,11.033333,CAT 200,ASAD170
K184080,M,20,24.133333,CAT 200,S50
K184140,F,14,54.566667,CAT 200,ASAD170
K184170,M,23,24.566667,CAT 200,ASAD170
K184190,M,17,38.933333,CAT 200,ASAD170
K184260,M,21,33.4,CAT 200,ASAD90
K184270,F,20,55.066667,CAT 200,ASAD90
K184300,F,14,21.1,CAT 200,ASAD170
K184320,M,20,14.233333,CAT 200,ASAD90
K184430,F,21,11.866667,CAT 200,ASAD170
K184440,M,24,42.233333,CAT 200,ASAD90
K184490,M,17,38.7,CAT 200,S50
K184530,F,19,19.8,CAT 200,ASAD170
K184560,M,18,17.3,CAT 200,ASAD90
K184580,F,20,51.566667,CAT 200,ASAD90
K184590,F,20,42.333333,CAT 200,ASAD170
K184630,M,19,33.5,CAT 200,ASAD170
K184650,M,25,13.966667,CAT 200,S50
K184660,M,13,11.5,CAT 200,ASAD170
K184690,M,24,14.5,CAT 200,ASAD170
K184710,M,15,51.533333,CAT 200,ASAD90
K184730,M,24,18.233333,CAT 200,ASAD170
K184740,M,25,27.533333,CAT 200,ASAD170
K184820,M,14,36.5,CAT 200,ASAD170
K184860,M,13,28.366667,CAT 200,ASAD170
K184880,F,23,48.166667,CAT 200,ASAD170
K184890,F,13,51.933333,CAT 200,ASAD170
K184900,M,13,20.166667,CAT 200,ASAD170
K184920,M,23,13.266667,CAT 200,ASAD170
K184930,F,24,30.333333,CAT 200,ASAD170
K184950,M,21,13.733333,CAT 200,ASAD170
K184980,M,18,56.466667,CAT 200,ASAD170
K185000,F,21,34.1,CAT 200,ASAD170
K185030,F,23,49.433333,CAT 200,S50
K185090,F,23,12,CAT 200,ASAD90
K185100,M,13,56.866667,CAT 200,ASAD170
K185130,M,25,40.666667,CAT 200,ASAD170
K185150,M,23,11.066667,CAT 200,ASAD170
K185160,M,19,43.466667,CAT 200,S50
K185170,M,20,30.733333,CAT 200,ASAD170
K185180,M,13,53.9,CAT 200,ASAD170
K185210,M,15,11.533333,CAT 200,ASAD170
K185240,F,12,34.033333,CAT 200,ASAD170
K185260,M,25,29.2,CAT 200,ASAD170
K185290,F,22,28.166667,CAT 200,ASAD170
K185310,M,19,28.8,CAT 200,ASAD170
K185320,F,14,51,CAT 200,ASAD170
K185370,M,24,47.366667,CAT 200,ASAD170
K185500,F,19,24.6,CAT 200,ASAD170
K185520,F,18,16.133333,CAT 200,ASAD170
K185540,F,12,57.7,CAT 200,ASAD170
K185550,F,18,17.1,CAT 200,ASAD170
K185560,M,21,49.066667,CAT 200,ASAD90
K185580,M,23,33.5,CAT 200,ASAD170
K185600,F,16,25.133333,CAT 200,ASAD90
K185610,M,17,10.5,CAT 200,ASAD170
K185650,M,24,57.1,CAT 200,ASAD170
K185670,M,17,33.733333,CAT 200,ASAD170
K185680,M,18,24.4,CAT 200,ASAD170
K185710,M,22,10.933333,CAT 200,ASAD170
K185720,F,22,42.1,CAT 200,ASAD170
K185760,F,21,29.566667,CAT 200,S50
K185780,M,18,12.9,CAT 200,ASAD170
K185790,F,20,45.2,CAT 200,ASAD170
K185800,F,22,54.466667,CAT 200,ASAD170
K185810,F,24,31.533333,CAT 200,ASAD170
K185820,M,17,26.4,CAT 200,ASAD90
K185850,M,17,27.4,CAT 200,ASAD90
K185860,F,24,36.3,CAT 200,ASAD90
K185870,M,21,54.4,CAT 200,ASAD170
K185880,M,13,37.466667,CAT 200,ASAD90
K185890,F,24,25.1,CAT 200,ASAD90
K185950,F,18,47.333333,CAT 200,ASAD170
K186010,F,12,53.466667,CAT 200,ASAD170
K186080,F,19,29.833333,CAT 200,ASAD170
K186160,M,22,13.9,CAT 200,ASAD90
K186180,F,23,46.8,CAT 200,ASAD170
K186200,F,16,51.466667,CAT 200,ASAD170
K186210,F,12,25.533333,CAT 200,ASAD170
K186240,F,20,43.466667,CAT 200,S50
K186290,M,22,21.233333,CAT 200,ASAD170
K186310,F,17,25.3,CAT 200,ASAD170
K186330,M,23,51.366667,CAT 200,S50
K186350,M,12,38.3,CAT 200,ASAD170
K186360,M,21,23.566667,CAT 200,ASAD170
K186380,F,20,37.233333,CAT 200,ASAD170
K186410,M,24,48.6,CAT 200,ASAD170
K186430,M,25,33.466667,CAT 200,ASAD170
K186450,F,16,51.4,CAT 200,ASAD90
K186480,F,17,45.3,CAT 200,ASAD170
K186530,M,15,55.333333,CAT 200,ASAD170
K186570,M,17,34.633333,CAT 200,ASAD170
K186580,F,25,42.566667,CAT 200,ASAD170
K186590,M,16,34.2,CAT 200,ASAD170
K186600,F,12,35.666667,CAT 200,ASAD170
K186630,F,22,20.3,CAT 200,ASAD170
K186650,F,18,57.766667,CAT 200,ASAD170
K186690,F,24,57.5,CAT 200,ASAD170
K186700,F,25,23.266667,CAT 200,ASAD170
K186750,M,22,39.866667,CAT 200,ASAD170
K186790,F,16,49.366667,CAT 200,ASAD170
K186810,M,22,17.833333,CAT 200,ASAD170
K186820,M,21,30.7,CAT 200,ASAD170
K186850,F,24,35.666667,CAT 200,ASAD90
K186900,F,21,40.2,CAT 200,ASAD170
K186910,F,19,34.566667,CAT 200,ASAD170
K186930,M,20,12.033333,CAT 200,ASAD170
K186940,F,16,18.8,CAT 200,ASAD170
K186990,F,24,39.366667,CAT 200,ASAD170
K187030,M,15,28.133333,CAT 200,ASAD170
K187050,F,14,39.066667,CAT 200,ASAD170
K187140,F,19,27.066667,CAT 200,ASAD90
K187150,M,14,38.466667,CAT 200,S50
K187180,M,18,57.766667,CAT 200,ASAD170
K187190,M,25,31.366667,CAT 200,ASAD170
K187200,M,17,30.3,CAT 200,ASAD170
K187330,F,12,27.4,CAT 200,ASAD90
K187370,M,21,30.566667,CAT 200,ASAD170
K187380,M,20,57.533333,CAT 200,ASAD170
K187390,M,23,41.1,CAT 200,ASAD170
K187410,M,14,52.6,CAT 200,ASAD90
K187440,F,25,37.733333,CAT 200,ASAD170
K187460,F,24,45.5,CAT 200,ASAD170
K187480,M,15,17.6,CAT 200,ASAD90
K187520,F,17,31.966667,CAT 200,ASAD170
K187550,F,18,16.966667,CAT 200,ASAD170
K187620,M,14,54.133333,CAT 200,ASAD170
K187640,M,15,20.966667,CAT 200,ASAD170
K187650,F,13,28.366667,CAT 200,ASAD170
K187660,F,12,53.266667,CAT 200,ASAD170
K187680,F,14,10.533333,CAT 200,ASAD170
K187690,M,15,49,CAT 200,ASAD90
K187700,F,19,15.966667,CAT 200,ASAD170
K187710,M,17,19.9,CAT 200,ASAD170
K187730,F,15,42.366667,CAT 200,ASAD170
K187740,F,17,29.6,CAT 200,ASAD170
K187750,F,12,10.3,CAT 200,S50
K187840,F,19,25.3,CAT 200,S50
K187850,M,14,44.266667,CAT 200,ASAD90
K187860,F,19,50.333333,CAT 200,S50
K187870,M,23,27.633333,CAT 200,ASAD170
K187920,M,16,56.833333,CAT 200,ASAD170
K187930,M,19,34.5,CAT 200,ASAD90
K187940,F,25,26.966667,CAT 200,ASAD170
K187990,M,13,31.533333,CAT 200,ASAD170
K188010,F,16,13.966667,CAT 200,ASAD170
K188110,F,23,21.266667,CAT 200,ASAD90
K188120,M,19,18.7,CAT 200,S50
K188140,F,17,27.9,CAT 200,ASAD170
K188180,M,17,26.266667,CAT 200,ASAD170
K188200,M,21,42.5,CAT 200,ASAD170
K188230,F,12,49.633333,CAT 200,S50
K188280,M,25,28.133333,CAT 200,ASAD170
K188340,M,21,23.833333,CAT 200,ASAD170
K188370,F,12,28.2,CAT 200,S50
K188380,M,14,37.833333,CAT 200,ASAD170
K188440,F,24,10.166667,CAT 200,ASAD170
K188460,F,20,21.133333,CAT 200,ASAD170
K188510,F,14,22.033333,CAT 200,ASAD170
K188610,F,17,11.133333,CAT 200,S50
K188700,F,17,28.666667,CAT 200,ASAD90
K188710,M,23,14.1,CAT 200,ASAD170
K188720,M,12,41.466667,CAT 200,ASAD170
K188780,M,16,9.833333,CAT 200,ASAD90
K188840,F,21,55.933333,CAT 200,ASAD90
K188880,F,18,11.4,CAT 200,S50
K188890,F,12,26.6,CAT 200,ASAD170
K188900,M,15,23.133333,CAT 200,ASAD170
K188920,M,16,34.166667,CAT 200,ASAD170
K188970,F,18,57.6,CAT 200,S50
K188980,M,13,21.466667,CAT 200,ASAD170
K189000,M,20,41.466667,CAT 200,ASAD90
K189080,M,16,41.266667,CAT 200,ASAD170
K189140,F,22,44.466667,CAT 200,ASAD170
K189220,F,21,11.366667,CAT 200,ASAD90
K189230,F,17,26.533333,CAT 200,ASAD90
K189240,M,15,35.566667,CAT 200,ASAD90
K189270,F,21,31.4,CAT 200,ASAD170
K189280,F,17,36.566667,CAT 200,ASAD170
K189300,F,22,29.433333,CAT 200,ASAD170
K189310,F,12,29.666667,CAT 200,S50
K189320,F,23,51.5,CAT 200,ASAD170
K189350,M,23,50.666667,CAT 200,ASAD170
K189370,M,19,48.6,CAT 200,ASAD170
K189380,M,19,56.533333,CAT 200,ASAD170
K189410,F,21,58.2,CAT 200,ASAD170
K189430,M,13,22.633333,CAT 200,ASAD170
K189440,M,25,24.4,CAT 200,ASAD170
K189450,F,20,26.066667,CAT 200,ASAD170
K189470,F,16,45.433333,CAT 200,ASAD170
K189480,F,12,30.5,CAT 200,ASAD90
K189500,F,25,33.066667,CAT 200,ASAD170
K189510,M,18,44,CAT 200,ASAD90
K189520,F,25,39.533333,CAT 200,ASAD170
K189540,F,22,39.133333,CAT 200,ASAD90
K189550,F,19,18.333333,CAT 200,ASAD170
K189560,F,20,37.666667,CAT 200,ASAD90
K189600,M,13,54.533333,CAT 200,ASAD170
K189670,F,16,42.166667,CAT 200,ASAD90
K189680,F,16,49.233333,CAT 200,ASAD90
K189690,F,14,42.4,CAT 200,S50
K189700,F,23,42.333333,CAT 200,ASAD170
K189790,M,13,41.933333,CAT 200,ASAD170
K189800,F,19,49.6,CAT 200,ASAD170
K189810,F,25,57.9,CAT 200,S50
K189840,F,19,29,CAT 200,ASAD170
K189870,F,19,52.1,CAT 200,ASAD170
K189880,M,17,46.5,CAT 200,ASAD90
K189960,F,21,15.433333,CAT 200,ASAD90
K189980,F,25,32.3,CAT 200,ASAD170
K190130,M,21,23.9,CAT 200,ASAD170
K190150,F,15,58.033333,CAT 200,ASAD90
K190220,M,15,55.3,CAT 200,ASAD90
K190250,M,23,37.033333,CAT 200,ASAD170
K190270,M,25,42.2,CAT 200,ASAD90
K190280,M,25,36.6,CAT 200,ASAD170
K190330,M,18,43.766667,CAT 200,ASAD170
K190340,F,12,42.933333,CAT 200,ASAD170
K190360,F,19,42.8,CAT 200,ASAD170
K190390,M,15,13.833333,CAT 200,ASAD170
K190410,M,22,46.966667,CAT 200,ASAD170
K190420,M,22,41.633333,CAT 200,ASAD170
K190430,F,17,14.466667,CAT 200,ASAD170
K190440,F,14,26.066667,CAT 200,S50
K190470,M,21,36.066667,CAT 200,ASAD90
K190480,M,23,12.966667,CAT 200,ASAD170
K190490,F,19,17.333333,CAT 200,ASAD170
K190510,M,21,47.6,CAT 200,ASAD170
K190570,F,23,38.733333,CAT 200,ASAD170
K190590,F,13,46.666667,CAT 200,ASAD90
K190600,M,20,40.3,CAT 200,ASAD170
K190620,M,23,49,CAT 200,ASAD170
K190630,M,15,19.8,CAT 200,ASAD170
K190640,M,20,9.533333,CAT 200,ASAD170
K190660,F,15,57.933333,CAT 200,ASAD90
K190690,F,18,45.6,CAT 200,ASAD170
K190730,M,20,20.1,CAT 200,ASAD170
K190740,M,16,45.633333,CAT 200,ASAD170
K190780,F,12,35.5,CAT 200,ASAD170
K190790,F,19,57.433333,CAT 200,ASAD170
K190810,F,18,50.6,CAT 200,ASAD170
K190860,F,18,22.166667,CAT 200,S50
K190880,F,18,47.933333,CAT 200,S50
K190910,M,14,31.5,CAT 200,ASAD170
K190930,F,13,12,CAT 200,ASAD170
K190950,M,20,36.633333,CAT 200,S50
K191050,F,16,30.2,CAT 200,ASAD170
K191120,M,17,44.666667,CAT 200,ASAD170
K191170,M,14,18.466667,CAT 200,ASAD170
K191190,F,19,9.833333,CAT 200,ASAD170
K191200,F,19,27.1,CAT 200,ASAD170
K191210,F,21,39.633333,CAT 200,ASAD170
K191240,M,21,48.166667,CAT 200,ASAD170
K191250,F,17,18.566667,CAT 200,ASAD90
K191270,M,18,30,CAT 200,ASAD90
K191280,F,20,41.1,CAT 200,ASAD90
K191290,M,14,38.533333,CAT 200,ASAD170
K191300,M,17,42.733333,CAT 200,ASAD170
K191330,M,18,58.133333,CAT 200,S50
K191410,M,19,38.033333,CAT 200,ASAD170
K191420,M,17,35.6,CAT 200,ASAD170
K191430,M,18,38.4,CAT 200,ASAD170
K191460,M,16,15.8,CAT 200,S50
K191470,F,24,15.966667,CAT 200,ASAD170
K191490,F,15,34.166667,CAT 200,ASAD170
K191510,F,13,38.966667,CAT 200,ASAD90
K191520,F,21,40.966667,CAT 200,ASAD170
K191540,F,22,19.466667,CAT 200,ASAD170
K191600,M,17,16,CAT 200,ASAD170
K191610,F,21,51.533333,CAT 200,ASAD170
K191650,F,20,12.1,CAT 200,ASAD90
K191670,M,15,46.433333,CAT 200,ASAD170
K191690,F,13,45.4,CAT 200,ASAD170
K191730,F,13,24.3,CAT 200,ASAD170
K191750,M,20,48.933333,CAT 200,ASAD170
K191770,F,14,23.333333,CAT 200,ASAD170
K191800,M,18,38.1,CAT 200,ASAD170
K191840,F,25,42.166667,CAT 200,ASAD170
K191930,F,23,38.233333,CAT 200,S50
K191940,F,25,30.333333,CAT 200,ASAD170
K191960,F,20,19.4,CAT 200,ASAD170
K192050,F,13,42.666667,CAT 200,ASAD170
K192060,F,15,15.066667,CAT 200,ASAD170
K192080,F,23,19.733333,CAT 200,ASAD170
K192170,M,21,25.933333,CAT 200,ASAD170
K192180,M,22,41.466667,CAT 200,ASAD170
K192220,M,18,25.3,CAT 200,ASAD90
K192230,F,15,54.433333,CAT 200,ASAD90
K192300,F,16,50.1,CAT 200,ASAD170
K192350,M,16,54.1,CAT 200,ASAD90
K192400,F,20,21.166667,CAT 200,ASAD170
K192440,F,25,15.4,CAT 200,ASAD170
K192480,F,17,34,CAT 200,ASAD170
K192520,M,21,38.7,CAT 200,ASAD170
K192540,M,12,21.533333,CAT 200,ASAD170
K192640,F,12,24.266667,CAT 200,ASAD90
K192680,F,18,51.366667,CAT 200,ASAD170
K192690,M,23,39.133333,CAT 200,ASAD90
K192700,F,15,32.3,CAT 200,ASAD90
K192710,M,22,32.766667,CAT 200,ASAD170
K192720,M,13,53.9,CAT 200,ASAD170
K192740,F,19,29.166667,CAT 200,ASAD170
K192750,F,14,35.1,CAT 200,ASAD170
K192780,M,22,46.033333,CAT 200,ASAD170
K192840,F,18,33.333333,CAT 200,ASAD170
K192850,F,21,43.433333,CAT 200,ASAD170
K192900,F,21,23.666667,CAT 200,ASAD170
K192940,F,21,50.233333,CAT 200,ASAD170
K192960,M,19,49.4,CAT 200,ASAD170
K192990,F,20,48,CAT 200,S50
K193050,M,24,43.5,CAT 200,ASAD170
K193090,M,21,31.3,CAT 200,ASAD170
K193120,F,17,26.166667,CAT 200,ASAD170
K193130,M,15,9.666667,CAT 200,ASAD170
K193150,F,24,34.066667,CAT 200,ASAD90
K193220,M,24,12.433333,CAT 200,ASAD170
K193300,M,22,46.166667,CAT 200,ASAD90
K193340,M,13,57,CAT 200,ASAD90
K193350,M,14,24.133333,CAT 200,ASAD170
K193360,F,18,54.866667,CAT 200,ASAD170
K193380,M,23,42.266667,CAT 200,ASAD170
K193400,F,13,53.366667,CAT 200,ASAD170
K193410,F,12,19.5,CAT 200,ASAD170
K193440,M,15,14.766667,CAT 200,S50
K193470,F,22,14.766667,CAT 200,ASAD170
K193480,M,25,23,CAT 200,ASAD170
K193550,M,25,23.3,CAT 200,ASAD170
K193560,M,19,29.933333,CAT 200,ASAD170
K193600,F,25,51.733333,CAT 200,ASAD90
K193670,M,14,38.7,CAT 200,S50
K193720,M,12,46.8,CAT 200,ASAD170
K193730,F,25,54.033333,CAT 200,ASAD170
K193750,F,22,38.833333,CAT 200,S50
K193760,M,13,51.533333,CAT 200,ASAD90
K193790,M,24,44.9,CAT 200,ASAD170
K193800,M,16,29.4,CAT 200,ASAD170
K193830,M,25,56.633333,CAT 200,S50
K193890,M,24,15.5,CAT 200,ASAD170
K193920,F,16,24.833333,CAT 200,ASAD90
K193940,F,23,51.3,CAT 200,ASAD170
K193960,F,15,31.166667,CAT 200,S50
K193970,M,23,51.7,CAT 200,ASAD90
K194000,F,23,47.266667,CAT 200,ASAD90
K194020,F,24,45.433333,CAT 200,ASAD170
K194060,M,24,46.633333,CAT 200,ASAD90
K194090,M,18,11.266667,CAT 200,ASAD90
K194130,F,18,10,CAT 200,ASAD170
K194170,F,25,31.6,CAT 200,ASAD170
K194180,F,24,17.566667,CAT 200,ASAD170
K194210,M,14,50.366667,CAT 200,ASAD170
K194230,M,24,42.433333,CAT 200,ASAD170
K194270,F,23,26.033333,CAT 200,ASAD90
K194310,M,24,48.166667,CAT 200,ASAD170
K194420,M,19,46.933333,CAT 200,ASAD90
K194480,F,23,42.9,CAT 200,ASAD170
K194490,F,19,49.3,CAT 200,ASAD170
K194530,M,15,54.6,CAT 200,ASAD170
K194540,F,20,19.1,CAT 200,ASAD90
K194560,M,24,50.9,CAT 200,ASAD90
K194580,F,25,31.3,CAT 200,ASAD170
K194640,F,24,43.666667,CAT 200,ASAD170
K194680,F,24,12.266667,CAT 200,ASAD170
K194720,M,20,23.233333,CAT 200,S50
K194820,M,20,33.733333,CAT 200,ASAD170
K194840,M,16,16,CAT 200,ASAD90
K194860,M,21,33.2,CAT 200,ASAD170
K194880,M,20,49.4,CAT 200,ASAD90
K194890,M,14,17.666667,CAT 200,ASAD170
K194950,M,19,36.6,CAT 200,ASAD170
K194990,M,13,21.6,CAT 200,ASAD90
K195040,M,19,56.7,CAT 200,ASAD170
K195060,M,19,55.7,CAT 200,ASAD170
K195070,M,24,29.033333,CAT 200,S50
K195090,F,14,11.466667,CAT 200,ASAD90
K195140,F,25,47.166667,CAT 200,ASAD170
K195250,M,21,39.666667,CAT 200,ASAD170
K195290,F,20,49.866667,CAT 200,ASAD170
K195300,F,24,22.7,CAT 200,S50
K195330,M,15,35.3,CAT 200,ASAD170
K195340,M,18,28.133333,CAT 200,ASAD170
K195360,M,14,54,CAT 200,S50
K195380,F,25,31.1,CAT 200,ASAD170
K195390,M,25,15.366667,CAT 200,ASAD170
K195410,F,25,54.1,CAT 200,ASAD170
K195420,M,22,32.466667,CAT 200,ASAD170
K195530,F,20,55.166667,CAT 200,ASAD90
K195540,M,21,10,CAT 200,S50
K195550,M,24,54.5,CAT 200,ASAD170
K195560,M,22,27.033333,CAT 200,ASAD170
K195600,M,21,38.566667,CAT 200,ASAD170
K195610,M,12,15.466667,CAT 200,ASAD170
K195650,F,12,47.733333,CAT 200,ASAD170
K195660,F,19,29.833333,CAT 200,S50
K195670,F,19,44.8,CAT 200,S50
K195680,F,17,46.8,CAT 200,ASAD170
K195690,F,22,33.366667,CAT 200,ASAD90
K195700,F,24,50.066667,CAT 200,ASAD170
K195710,M,23,46.133333,CAT 200,ASAD170
K195720,M,16,33.833333,CAT 200,S50
K195730,M,23,54.333333,CAT 200,ASAD170
K195810,F,17,13.9,CAT 200,ASAD170
K195820,M,24,14.533333,CAT 200,ASAD170
K195840,M,24,43.866667,CAT 200,ASAD170
K195850,F,12,53.666667,CAT 200,ASAD170
K195860,F,18,11.533333,CAT 200,ASAD170
K195880,M,18,15.466667,CAT 200,ASAD170
K195920,F,13,10.133333,CAT 200,ASAD170
K195940,M,24,32.533333,CAT 200,ASAD170
K195960,M,23,32.166667,CAT 200,ASAD170
K196050,M,18,29.033333,CAT 200,ASAD170
K196060,M,16,34.866667,CAT 200,S50
K196070,F,18,18.866667,CAT 200,ASAD170
K196100,F,18,11.933333,CAT 200,S50
K196110,M,25,32.5,CAT 200,ASAD90
K196130,F,19,53.3,CAT 200,ASAD170
K196160,M,20,9.633333,CAT 200,ASAD90
K196190,M,21,56.9,CAT 200,ASAD170
K196200,M,19,44.666667,CAT 200,ASAD170
